"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"thing/FRAN_RI_004-d3ndfq82mm--1mcxrcsrsvxoh","d3ndfq82mm--1mcxrcsrsvxoh","Thing","établissement d'enseignement artistique",,,"Indexer également la discipline concernée : musique, danse, arts plastiques, théâtre...","thing/FRAN_RI_004-d3ndflb64z--1bglsmark3ven","enseignement artistique",,,,,,,,
"thing/FRAN_RI_004-d5b8ibbjwx--qzaditfa4wf8","d5b8ibbjwx--qzaditfa4wf8","Thing","établissement de santé","établissement de soins",,,"thing/FRAN_RI_004-d3ndfg7xsv--1d4l66ag4s08i","équipement sanitaire et social",,,,,,,,
"thing/FRAN_RI_004-d3ndfgdg47--1nptdfcsnq2p","d3ndfgdg47--1nptdfcsnq2p","Thing","établissement national de bienfaisance",,"Etablissement d'assistance privé ou public. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-277)",,"thing/FRAN_RI_004-d3ndfg7xsv--1d4l66ag4s08i","équipement sanitaire et social",,,"http://data.bnf.fr/ark:/12148/cb13318795p | http://vocab.getty.edu/aat/300006742",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndf2v895--1bi7yvi6y9hmk","d3ndf2v895--1bi7yvi6y9hmk","Thing","établissement pénitentiaire","maison de réclusion | maison de détention | maison d'arrêt | bagne | prison",,,"thing/FRAN_RI_004-d3ndf2tmwy-y9n5ahyjy6ip","administration pénitentiaire",,,,,,,,
"thing/FRAN_RI_004-d3ndets0cw-1tf97ph3jc97h","d3ndets0cw-1tf97ph3jc97h","Thing","établissement public",,,,"thing/FRAN_RI_004-d3m010qsk3w--19fxpvqz4cag0","administration après 1789",,,,,,,,
"thing/FRAN_RI_004-d3ndettrav--9dakf3ixs0j3","d3ndettrav--9dakf3ixs0j3","Thing","établissement public de coopération intercommunale","syndicat de communes | district urbain | communauté urbaine | EPCI","Forment la catégorie des établissements publics de coopération intercommunale les syndicats de communes, les communautés de communes, les communautés urbaines, les communautés d'agglomération, les syndicats d'agglomération nouvelle et les métropoles. CGCT art L5210-1. (loi 2010-1563 du 16/12/2010).",,"thing/FRAN_RI_004-d3ndetsxc7--yr95q43sv6ay","coopération intercommunale",,,,,,,,
"thing/FRAN_RI_004-d3ndfgccgc--1w9ray55pevtu","d3ndfgccgc--1w9ray55pevtu","Thing","établissements et services sociaux et médico-sociaux","ESMS","Code de l'action sociale et des familles art. L 312-1",,"thing/FRAN_RI_004-d3ndfg7xsv--1d4l66ag4s08i","équipement sanitaire et social",,,,,,,,
"thing/FRAN_RI_004-d5b8iay0r0--9jd0vrukf0jx","d5b8iay0r0--9jd0vrukf0jx","Thing","établissement thermal","station thermale","Établissement où l'on vient prendre des eaux aux propriétés thérapeutiques. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-383)",,"thing/FRAN_RI_004-d3ndfgp1vd-zq177qz6msss","thermalisme",,,"http://data.bnf.fr/ark:/12148/cb11935587z | http://vocab.getty.edu/aat/300006737",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfb7s1q--1j1wy7cbuvbmz","d3ndfb7s1q--1j1wy7cbuvbmz","Thing","étain",,,,"thing/FRAN_RI_004-d3ndfb6803-1guwccjqtxunj","métal non-ferreux",,,,,,,,
"thing/FRAN_RI_004-d3ndf55lpf-3oleyppjp3ru","d3ndf55lpf-3oleyppjp3ru","Thing","étalon monétaire",,,,"thing/FRAN_RI_004-d3ndf53jc6--soyy5zmvx4nb","monnaie",,,,,,,,
"thing/FRAN_RI_004-d3ndfceo3m-v33w9k18gtfa","d3ndfceo3m-v33w9k18gtfa","Thing","étang",,"Étendue d'eau, le plus souvent artificielle, reposant dans une cuvette à fond imperméable et équipée d’une bonde, ouverture de fond permettant de la vider. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-1172)",,"thing/FRAN_RI_004-d3ndfcdk7z-1tf6jfozpeaot","étendue d'eau",,,"http://vocab.getty.edu/aat/300008688 | http://data.bnf.fr/ark:/12148/cb11961397c | http://fr.dbpedia.org/resource/%C3%89tang",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndf1q2pp-1qg2a2zpuxcmo","d3ndf1q2pp-1qg2a2zpuxcmo","Thing","état civil",,,,"thing/FRAN_RI_004-d3ndf1do2o--vw4ijhywntor","droit civil",,,,,,,,
"thing/FRAN_RI_004-d3ndeqympy--h81pvt0fst82","d3ndeqympy--h81pvt0fst82","Thing","état de siège",,,,"thing/FRAN_RI_004-d3ndeqt0b6-11v0xs1y9i01y","crise politique",,,,,,,,
"thing/FRAN_RI_004-d5b8ibj63u-bj9ss8eagdc2","d5b8ibj63u-bj9ss8eagdc2","Thing","état d’urgence",,,,"thing/FRAN_RI_004-d3ndeqt0b6-11v0xs1y9i01y","crise politique",,,,,,,,
"thing/FRAN_RI_004-d-2ipxfn9sb--128akozhy7s3a","d-2ipxfn9sb--128akozhy7s3a","Thing","Etat français","Gouvernement de Vichy","1940-1945",,"thing/FRAN_RI_004-d-2ipxfabqv-18n422fv6plwt","régimes politiques français",,,,,,,,
"thing/FRAN_RI_004-d3ndey5owh-13k302uk55mze","d3ndey5owh-13k302uk55mze","Thing","état-major",,,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndfcdk7z-1tf6jfozpeaot","d3ndfcdk7z-1tf6jfozpeaot","Thing","étendue d'eau",,,,"thing/FRAN_RI_004-d3ndfc9jd6--a2lm8gihr170","eau",,,,,,,,
"thing/FRAN_RI_004-d3ndf9hpk3-kohoetcx20tg","d3ndf9hpk3-kohoetcx20tg","Thing","éthanol",,,,"thing/FRAN_RI_004-d3ndf9gc70-j79l3sqgrrwb","carburant",,,,,,,,
"thing/FRAN_RI_004-d3ndfghgbq-1ct29hldwdvub","d3ndfghgbq-1ct29hldwdvub","Thing","éthique",,,,"thing/FRAN_RI_004-d3ndfgh3lw--rba7uuhbbgpj","santé",,,,,,,,
"thing/FRAN_RI_004-d3ndfy6xv9--1724xe0758pm","d3ndfy6xv9--1724xe0758pm","Thing","ethnologie","anthropologie",,,"thing/FRAN_RI_004-d3ndfy6m88--7yhqgzheyj63","sciences humaines",,,,,,,,
"thing/FRAN_RI_004-d3ndevj6ie-shq2vex5ztsn","d3ndevj6ie-shq2vex5ztsn","Thing","étranger",,,,"thing/FRAN_RI_004-d3ndevcnrm-17rk9sb772uft","police administrative",,,,,,,,
"thing/FRAN_RI_004-d3ndfwy8xk--5al4pgc3zl6e","d3ndfwy8xk--5al4pgc3zl6e","Thing","étude","étude technique | livre blanc",,,"thing/FRAN_RI_004-d3ndfx177b-1et06vz5lqir4","méthodologie",,,,,,,,
"thing/FRAN_RI_004-d3ndfwzkcs-cj13gca0s6c6","d3ndfwzkcs-cj13gca0s6c6","Thing","étude prospective","prospective",,,"thing/FRAN_RI_004-d3ndfwy8xk--5al4pgc3zl6e","étude",,,,,,,,
"thing/FRAN_RI_004-d3ndf15nvd-8pueb8369kmm","d3ndf15nvd-8pueb8369kmm","Thing","Euro","monnaie unique","Traité de Maastricht (1992). Mis en place à partir du 1er janvier 1999.",,"thing/FRAN_RI_004-d3ndf54iwl-ts69raiuwsfa","devise",,,,,,,,
"thing/FRAN_RI_004-d3ndfgi5z7-1fuhslcx2s2h7","d3ndfgi5z7-1fuhslcx2s2h7","Thing","euthanasie",,,,"thing/FRAN_RI_004-d3ndfght1l--ob7i0tum4db3","bioéthique",,,,,,,,
"thing/FRAN_RI_004-d3ndf2w9z6--15s8x56cnptls","d3ndf2w9z6--15s8x56cnptls","Thing","évasion",,,,"thing/FRAN_RI_004-d3ndf2vqd0-104f8ag0ri4sh","incarcération",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgrsh6--9vsdyzst88hs","d-2ipxgrsh6--9vsdyzst88hs","Thing","événements de Mai 1968","Mai 1968",,,"thing/FRAN_RI_004-d-2ipxgq4c4-1nc3piv8ieg2c","événements en France",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgq4c4-1nc3piv8ieg2c","d-2ipxgq4c4-1nc3piv8ieg2c","Thing","événements en France",,,"Liste non limitative. Peut correspondre par exemple à la Révolution française, l'affaire Dreyfus, la Commune de Paris...","thing/FRAN_RI_004-d-2ipxf44n4--4h0qukv8nkqf","contexte historique",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgt0o0--1sgn1iviy86mf","d-2ipxgt0o0--1sgn1iviy86mf","Thing","événements hors de France",,,"Il s'agit d'événements qui ont eu un impact en France : attentats du 11 septembre 2001, chute du mur de Berlin (1989)...","thing/FRAN_RI_004-d-2ipxf44n4--4h0qukv8nkqf","contexte historique",,,,,,,,
"thing/FRAN_RI_004-d3ndfnxoqt-x2o9wdl7z3kh","d3ndfnxoqt-x2o9wdl7z3kh","Thing","examen",,,,"thing/FRAN_RI_004-d3ndfnp24g--mmomywxjpz8c","scolarité",,,,,,,,
"thing/FRAN_RI_004-d3ndfi28wp--c1vu3302nmgo","d3ndfi28wp--c1vu3302nmgo","Thing","exclusion sociale","exclu",,,"thing/FRAN_RI_004-d3ndfi0fdm--nr2hb5puvzrk","action sociale",,,,,,,,
"thing/FRAN_RI_004-d699mrdwar7-1w6qiqqrhyfjy","d699mrdwar7-1w6qiqqrhyfjy","Thing","exécution budgétaire","exécution du budget",,,"thing/FRAN_RI_004-d3ndf6bzfp-1lw0mxjfusucg","budget de l'Etat",,,,,,,,
"thing/FRAN_RI_004-d3ndf6ee3a--1flo7n3h4a6vq","d3ndf6ee3a--1flo7n3h4a6vq","Thing","exercice comptable",,,,"thing/FRAN_RI_004-d3ndf6ch41--paws8u14ikp","comptabilité publique",,,,,,,,
"thing/FRAN_RI_004-d3ndey3e4l-7pgq2i7mqxaf","d3ndey3e4l-7pgq2i7mqxaf","Thing","exercice de défense",,,,"thing/FRAN_RI_004-d3ndey2jaw-138ifpfm0k3q6","défense civile",,,,,,,,
"thing/FRAN_RI_004-d3ndevofrt-f6ksb4wyu2mi","d3ndevofrt-f6ksb4wyu2mi","Thing","exhumation",,,,"thing/FRAN_RI_004-d3ndevmqc6--1jxxpd8ct3k17","inhumation",,,,,,,,
"thing/FRAN_RI_004-d3ndfjadkx-1g39oq33ndw0f","d3ndfjadkx-1g39oq33ndw0f","Thing","exode rural",,,,"thing/FRAN_RI_004-d3ndfja0nc-4m36aw1ippq2","population rurale",,,,,,,,
"thing/FRAN_RI_004-d3ndfjc4b5--uru9xyb7yts0","d3ndfjc4b5--uru9xyb7yts0","Thing","exode urbain",,,,"thing/FRAN_RI_004-d3ndfjbqih--ev7jknl7d0jq","population urbaine",,,,,,,,
"thing/FRAN_RI_004-d3ndf6uaeg--dg2am654y6yu","d3ndf6uaeg--dg2am654y6yu","Thing","exonération fiscale",,,,"thing/FRAN_RI_004-d3ndf6sr04--91bxdfkk5ac5","fiscalité",,,,,,,,
"thing/FRAN_RI_004-d3ndfxd9c8-1cvve8ui8dmth","d3ndfxd9c8-1cvve8ui8dmth","Thing","expédition scientifique",,,,"thing/FRAN_RI_004-d3ndfxafdp-1ogcs3kbnybur","recherche et développement",,,,,,,,
"thing/FRAN_RI_004-d3ndfx0jhp-2gvh1ukj0hy7","d3ndfx0jhp-2gvh1ukj0hy7","Thing","expérimentation","expérience",,,"thing/FRAN_RI_004-d3ndfx177b-1et06vz5lqir4","méthodologie",,,,,,,,
"thing/FRAN_RI_004-d3ndf7o99z--ualjg66lecqn","d3ndf7o99z--ualjg66lecqn","Thing","exploitation agricole",,"Complexe dédié à la mise en valeur agricole d’un domaine, pouvant inclure le logement des employés, une maison de maître ou de cultivateur, des installations destinées aux animaux domestiques, des entrepôts et des silos, une ou plusieurs usines, etc. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-556)",,"thing/FRAN_RI_004-d3ndf7nr64-wxya8f0b8pyy","économie agricole",,,"http://data.bnf.fr/ark:/12148/cb11950185c | http://fr.dbpedia.org/resource/Exploitation_agricole",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndf7hyq2-1l76ly9bc9auv","d3ndf7hyq2-1l76ly9bc9auv","Thing","exploitation forestière",,,,"thing/FRAN_RI_004-d3ndf7gego-1vxxcimg31779","forêt",,"thing/FRAN_RI_004-d3ndfaee2y--ni1qzndq4trv",,,,,,
"thing/FRAN_RI_004-d3ndfaapap--8r0j25s8c5l6","d3ndfaapap--8r0j25s8c5l6","Thing","explosif",,,,"thing/FRAN_RI_004-d3ndfaa3ix-vpn0ozzqn7uz","produit chimique",,,,,,,,
"thing/FRAN_RI_004-d3ndf4q49p-ecrcb9s2ajds","d3ndf4q49p-ecrcb9s2ajds","Thing","exportation",,,,"thing/FRAN_RI_004-d3ndf4pm5u--1l245m1jn7onq","commerce extérieur",,,,,,,,
"thing/FRAN_RI_004-d3ndfq3wlk--146csdxnjvoeo","d3ndfq3wlk--146csdxnjvoeo","Thing","exposition",,,,"thing/FRAN_RI_004-d3ndfq0vyg-jo785pt8fld2","action culturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndf4s6my--1bsu05ck1yne0","d3ndf4s6my--1bsu05ck1yne0","Thing","exposition commerciale","salon",,,"thing/FRAN_RI_004-d3ndf4kpma--imcuht2ez06q","commerce",,,,,,,,
"thing/FRAN_RI_004-d5b8ie0oxq--lwdm40zhoz6h","d5b8ie0oxq--lwdm40zhoz6h","Thing","exposition universelle","exposition internationale",,,"thing/FRAN_RI_004-d3ndf0f5sz--17z9d0n3uqltx","économie internationale",,,,,,,,
"thing/FRAN_RI_004-d3ndf26srr-ck8vbcjfhx4g","d3ndf26srr-ck8vbcjfhx4g","Thing","expropriation",,,,"thing/FRAN_RI_004-d3ndf21k5n--c4pnj28jj1a1","propriété",,,,,,,,
"thing/FRAN_RI_004-d3ndevl1zc--16ugfucgwnz3s","d3ndevl1zc--16ugfucgwnz3s","Thing","expulsion","reconduite à la frontière",,,"thing/FRAN_RI_004-d3ndevj6ie-shq2vex5ztsn","étranger",,"thing/FRAN_RI_004-d3ndfj556k--1p0ijy18mzwxj",,,,,,
"thing/FRAN_RI_004-d3ndf0bf2w--b1scrdkffb78","d3ndf0bf2w--b1scrdkffb78","Thing","extradition",,,,"thing/FRAN_RI_004-d3ndf01uef--qo3xkkwjvm84","droit international",,,,,,,,
"thing/FRAN_RI_004-d3nderjgv8--1ikglbuh5rkii","d3nderjgv8--1ikglbuh5rkii","Thing","extrême droite",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3nderkbh6--1dip1tu726e02","d3nderkbh6--1dip1tu726e02","Thing","extrême gauche",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3m010n8ej2--16unkyinzs59c","d3m010n8ej2--16unkyinzs59c","Thing","fabrique d'église",,,,"thing/FRAN_RI_004-d3ndfs0cfz--17r891hs1rj6k","organisation religieuse",,,,,,,,
"thing/FRAN_RI_004-d3ndfa5h43-1cihreodggg1o","d3ndfa5h43-1cihreodggg1o","Thing","facture instrumentale",,,,"thing/FRAN_RI_004-d3ndfa3xhz-1jxwy7kzgmqpb","industrie manufacturière",,,,,,,,
"thing/FRAN_RI_004-d3ndfm5viz--legoxkshga8x","d3ndfm5viz--legoxkshga8x","Thing","faculté",,,,"thing/FRAN_RI_004-d3ndfm5jgf-slq4juo8mfrb","université",,,,,,,,
"thing/FRAN_RI_004-d3ndf4y5jt--14mrblf5zc6md","d3ndf4y5jt--14mrblf5zc6md","Thing","faillite",,,,"thing/FRAN_RI_004-d3ndf4k85q--gljxt49yauux","conjoncture économique",,"thing/FRAN_RI_004-d3ndf580kr--5rckcm5yuqsy | thing/FRAN_RI_004-d3ndf5ao2i-1hbvcbxc6yf79",,,,,,
"thing/FRAN_RI_004-d3ndfizh1q--1qg031hdowf1v","d3ndfizh1q--1qg031hdowf1v","Thing","famille",,,,"thing/FRAN_RI_004-d3ndfitnyd--8jw7tebl5fo3","population",,"thing/FRAN_RI_004-d3ndf1n8yw-1wnjxu78h2471 | thing/FRAN_RI_004-d3ndf1m3d7-1zopwmbnb5fl | thing/FRAN_RI_004-d3ndf1lht6-161ptza40szy7 | thing/FRAN_RI_004-d3ndf1imk2-17ymsyf8xwncu",,,,,,
"thing/FRAN_RI_004-d3ndfizumm-12lyn1ugpkkvd","d3ndfizumm-12lyn1ugpkkvd","Thing","famille monoparentale",,,,"thing/FRAN_RI_004-d3ndfizh1q--1qg031hdowf1v","famille",,,,,,,,
"thing/FRAN_RI_004-d3nderl3a8--id27qty0loo7","d3nderl3a8--id27qty0loo7","Thing","fascisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndfctqnw-yc00yn9tywwn","d3ndfctqnw-yc00yn9tywwn","Thing","faune",,,,"thing/FRAN_RI_004-d3ndfbw253-as9ufz2tfos0","milieu naturel",,,,,,,,
"thing/FRAN_RI_004-d3ndf30czl-1vq7aau0allmv","d3ndf30czl-1vq7aau0allmv","Thing","faux-monnayage","faux assignats | fausse monnaie",,,"thing/FRAN_RI_004-d3ndf2zb9k--143v31ufw21gf","crime",,,,,,,,
"thing/FRAN_RI_004-d3ndfiv6hp--c3fvujuinvmo","d3ndfiv6hp--c3fvujuinvmo","Thing","fécondité",,,,"thing/FRAN_RI_004-d3ndfiufrf-1thfx94rcy77v","démographie",,,,,,,,
"thing/FRAN_RI_004-d3ndeqjkl6--hw9w8omtikep","d3ndeqjkl6--hw9w8omtikep","Thing","fédéralisme",,,,"thing/FRAN_RI_004-d3ndeqeo9e--5dribgxx6fm8","régime politique",,,,,,,,
"thing/FRAN_RI_004-d3ndfw8tg8--2zcauc5zz072","d3ndfw8tg8--2zcauc5zz072","Thing","fédération sportive",,,,"thing/FRAN_RI_004-d3ndfw86tf--1akwd44q2z4rf","sport",,,,,,,,
"thing/FRAN_RI_004-d3ndfj1son--1ai8yoyeyro6k","d3ndfj1son--1ai8yoyeyro6k","Thing","femme",,,,"thing/FRAN_RI_004-d3ndfitnyd--8jw7tebl5fo3","population",,,,,,,,
"thing/FRAN_RI_004-d3ndfb5q3z-avnw0oeyl70x","d3ndfb5q3z-avnw0oeyl70x","Thing","fer",,,,"thing/FRAN_RI_004-d3ndfb56a2-8m9t5npm5ziu","métal",,,,,,,,
"thing/FRAN_RI_004-d3ndfq480u--1pphl2oyxel6e","d3ndfq480u--1pphl2oyxel6e","Thing","festival",,,,"thing/FRAN_RI_004-d3ndfq0vyg-jo785pt8fld2","action culturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndfq2xgn-1hwh7z3ckzvrc","d3ndfq2xgn-1hwh7z3ckzvrc","Thing","fête nationale",,,,"thing/FRAN_RI_004-d3ndfq293r--gkatki7e927f","commémoration",,,,,,,,
"thing/FRAN_RI_004-d3ndfem0h9-30dr5l209k25","d3ndfem0h9-30dr5l209k25","Thing","feu de signalisation","fanal",,,"thing/FRAN_RI_004-d3ndfejybs-1fd1b9regnsed","signalisation",,,,,,,,
"thing/FRAN_RI_004-d3ndf8bbtt--jtybhje4ofh6","d3ndf8bbtt--jtybhje4ofh6","Thing","fièvre aphteuse",,,,"thing/FRAN_RI_004-d3ndf8a3f7-8swmtp521tr4","épizootie",,,,,,,,
"thing/FRAN_RI_004-d3ndf1n8yw-1wnjxu78h2471","d3ndf1n8yw-1wnjxu78h2471","Thing","filiation",,,,"thing/FRAN_RI_004-d3ndf1hi16-ml15bt04g5px","droit des personnes",,"thing/FRAN_RI_004-d3ndfizh1q--1qg031hdowf1v",,,,,,
"thing/FRAN_RI_004-d3ndfqzzs6-5y574yarhk51","d3ndfqzzs6-5y574yarhk51","Thing","film",,,,"thing/FRAN_RI_004-d3ndfqxhof-1jeyb2ocpfgcp","cinéma",,,,,,,,
"thing/FRAN_RI_004-d3nder1v4f-n1nsjheqcypb","d3nder1v4f-n1nsjheqcypb","Thing","financement de la vie politique",,,,"thing/FRAN_RI_004-d3ndeqq0j3-1buzspvq53ds5","vie politique",,,,,,,,
"thing/FRAN_RI_004-d3ndf6q5vq-ls4b418hzxpv","d3ndf6q5vq-ls4b418hzxpv","Thing","finances communales",,,,"thing/FRAN_RI_004-d3ndf6o27x-1l61rcvl8oh7w","finances locales",,,,,,,,
"thing/FRAN_RI_004-d3ndf6qomv--9yfj34dlxk8w","d3ndf6qomv--9yfj34dlxk8w","Thing","finances départementales",,,,"thing/FRAN_RI_004-d3ndf6o27x-1l61rcvl8oh7w","finances locales",,,,,,,,
"thing/FRAN_RI_004-d3ndf6o27x-1l61rcvl8oh7w","d3ndf6o27x-1l61rcvl8oh7w","Thing","finances locales","budget des collectivités territoriales",,,"thing/FRAN_RI_004-d3ndf6bf69--1cb22rimky12l","finances publiques",,"thing/FRAN_RI_004-d3ndf74m8p--17xlk5mwrfj58 | thing/FRAN_RI_004-d3ndf744cm-ryt9mmtis0bs | thing/FRAN_RI_004-d3ndf6vbh7-td949zuzpr0n",,,,,,
"thing/FRAN_RI_004-d3ndf6bf69--1cb22rimky12l","d3ndf6bf69--1cb22rimky12l","Thing","finances publiques",,,,,,,,,,,,,
"thing/FRAN_RI_004-d3ndf6r6iy--6bcablzm5sd6","d3ndf6r6iy--6bcablzm5sd6","Thing","finances régionales",,,,"thing/FRAN_RI_004-d3ndf6o27x-1l61rcvl8oh7w","finances locales",,,,,,,,
"thing/FRAN_RI_004-d3ndf6sr04--91bxdfkk5ac5","d3ndf6sr04--91bxdfkk5ac5","Thing","fiscalité","politique fiscale",,,"thing/FRAN_RI_004-d3ndf6bf69--1cb22rimky12l","finances publiques",,,,,,,,
"thing/FRAN_RI_004-d3ndf6rouk--1mt9z985rreqo","d3ndf6rouk--1mt9z985rreqo","Thing","fiscalité locale",,,,"thing/FRAN_RI_004-d3ndf6o27x-1l61rcvl8oh7w","finances locales",,"thing/FRAN_RI_004-d3ndf6usib-1laekg6p90wml",,,,,,
"thing/FRAN_RI_004-d3ndf8gx5s-1qhyfdr8lj6ll","d3ndf8gx5s-1qhyfdr8lj6ll","Thing","fleur",,,,"thing/FRAN_RI_004-d3ndf8g9nx--1i4hnn0sij5eh","horticulture",,,,,,,,
"thing/FRAN_RI_004-d3ndfcc11e--zhfge5x2ot3m","d3ndfcc11e--zhfge5x2ot3m","Thing","fleuve",,,,"thing/FRAN_RI_004-d3ndfca24b--oqx54df4p4br","cours d'eau",,,,,,,,
"thing/FRAN_RI_004-d3ndfcvq89--w688fk2ljt6o","d3ndfcvq89--w688fk2ljt6o","Thing","flore",,,,"thing/FRAN_RI_004-d3ndfbw253-as9ufz2tfos0","milieu naturel",,,,,,,,
"thing/FRAN_RI_004-d3ndff6c36-r4u0o4aq69l7","d3ndff6c36-r4u0o4aq69l7","Thing","flottage",,"Transport du bois par les cours d'eau (Dictionnaire Larousse).",,"thing/FRAN_RI_004-d3ndff5xfh--1xc5s8k6ee2n5","transport fluvial",,,,,,,,
"thing/FRAN_RI_004-d3ndf4nc18--1altlfx3cmfwn","d3ndf4nc18--1altlfx3cmfwn","Thing","foires et marchés","marché | foire | champ de foire",,,"thing/FRAN_RI_004-d3ndf4lqws--1q0aw82118l3r","commerce de détail",,,,,,,,
"thing/FRAN_RI_004-d3ndeufkdb--7g2vn7os2wmh","d3ndeufkdb--7g2vn7os2wmh","Thing","fonctionnement de l'administration",,,,"thing/FRAN_RI_004-d3m010qsk3w--19fxpvqz4cag0","administration après 1789",,,,,,,,
"thing/FRAN_RI_004-d3ndf2t4t3--dwv6u22iiwdt","d3ndf2t4t3--dwv6u22iiwdt","Thing","fonctionnement de la justice",,,,"thing/FRAN_RI_004-d3ndf16vmo--15kvu7rldy7sb","justice",,,,,,,,
"thing/FRAN_RI_004-d3ndeuq1lk-1bubjdlnjevsu","d3ndeuq1lk-1bubjdlnjevsu","Thing","fonction publique",,,,"thing/FRAN_RI_004-d3ndeufkdb--7g2vn7os2wmh","fonctionnement de l'administration",,,,,,,,
"thing/FRAN_RI_004-d5b8ic48vj--6zdf6lcr3554","d5b8ic48vj--6zdf6lcr3554","Thing","fonction publique d'Etat",,,,"thing/FRAN_RI_004-d3ndeuq1lk-1bubjdlnjevsu","fonction publique",,,,,,,,
"thing/FRAN_RI_004-d3ndeurr17--1s4z006rktgxy","d3ndeurr17--1s4z006rktgxy","Thing","fonction publique hospitalière",,,,"thing/FRAN_RI_004-d3ndeuq1lk-1bubjdlnjevsu","fonction publique",,,,,,,,
"thing/FRAN_RI_004-d3ndeusjpa-vl6zacmudal5","d3ndeusjpa-vl6zacmudal5","Thing","fonction publique territoriale",,,,"thing/FRAN_RI_004-d3ndeuq1lk-1bubjdlnjevsu","fonction publique",,,,,,,,
"thing/FRAN_RI_004-d3ndfcizqg--1k38swgszmj5s","d3ndfcizqg--1k38swgszmj5s","Thing","fond marin",,,,"thing/FRAN_RI_004-d3ndfciheu-fspr4km57zw5","mer",,,,,,,,
"thing/FRAN_RI_004-d3ndf6s8gq-19yhm4zxinfkx","d3ndf6s8gq-19yhm4zxinfkx","Thing","fonds de concours",,"Participation aux dépenses de l'Etat.",,"thing/FRAN_RI_004-d3ndf6o27x-1l61rcvl8oh7w","finances locales",,,,,,,,
"thing/FRAN_RI_004-d3ndfxdm23--835u6sc0rnve","d3ndfxdm23--835u6sc0rnve","Thing","fonds de la recherche","fonds de la recherche et de la technologie","Principal outil incitatif à la recherche publique et industrielle.","Créé par décret n°59-1397 du 8 décembre 1959, le Fonds de développement de la recherche scientifique et technique reprend l’idée du CSRSPT d’un Fonds national de la recherche. Il perdurera en administration centrale jusqu’au 31 décembre 2005 sous le vocable du Fonds de la recherche et de la technologie puis Fonds de la recherche et du développement technologique. Dans le même temps, se crée en 1999, le Fonds national de la science.","thing/FRAN_RI_004-d3ndfxafdp-1ogcs3kbnybur","recherche et développement",,,,,,,,
"thing/FRAN_RI_004-d3ndf12ob2-1x4ptqzj8zfy","d3ndf12ob2-1x4ptqzj8zfy","Thing","fonds structurel européen",,,,"thing/FRAN_RI_004-d3ndf10su5-1x0jmsb9h7nw0","politique communautaire",,,,,,,,
"thing/FRAN_RI_004-d5b8icxwra--1bke4jqje98sl","d5b8icxwra--1bke4jqje98sl","Thing","fontaine",,"Aménagement monumental d'une arrivée d'eau dans l’espace public, une cour, un jardin, etc. La fontaine comprend généralement un bassin d’ornement ou fait partie du bassin. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-1080)",,"thing/FRAN_RI_004-d3ndfe25gv-103gm04t47g17","adduction d'eau",,,"http://data.bnf.fr/ark:/12148/cb119541004 | http://vocab.getty.edu/aat/300006179 | http://fr.dbpedia.org/resource/Fontaine_%28bassin%29",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
