"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"thing/FRAN_RI_004-d3ndfxfrvi--4esdh4lqno58","d3ndfxfrvi--4esdh4lqno58","Thing","sciences et techniques",,,,"thing/FRAN_RI_004-d699mrddtln-klqi4ht5rzd8","science",,,,,,,,
"thing/FRAN_RI_004-d3ndfy6m88--7yhqgzheyj63","d3ndfy6m88--7yhqgzheyj63","Thing","sciences humaines","sciences sociales et humaines | sciences de l'homme et de la société",,,"thing/FRAN_RI_004-d3ndfxfrvi--4esdh4lqno58","sciences et techniques",,,,,,,,
"thing/FRAN_RI_004-d3ndfyhxun--1kmley8htwg5b","d3ndfyhxun--1kmley8htwg5b","Thing","sciences sociales",,,,"thing/FRAN_RI_004-d3ndfy6m88--7yhqgzheyj63","sciences humaines",,,,,,,,
"thing/FRAN_RI_004-d3ndfl2owm--siznw73nbyuc","d3ndfl2owm--siznw73nbyuc","Thing","scolarisation",,,,"thing/FRAN_RI_004-d3ndfl5ejz-r8v9cudbv9nf","organisation de l'enseignement",,,,,,,,
"thing/FRAN_RI_004-d3ndfnp24g--mmomywxjpz8c","d3ndfnp24g--mmomywxjpz8c","Thing","scolarité",,,,"thing/FRAN_RI_004-d3ndfkz3cs--1xeg9mzjzatvi","enseignement",,,,,,,,
"thing/FRAN_RI_004-d3ndeq8hsx-noa6f2zm5i7b","d3ndeq8hsx-noa6f2zm5i7b","Thing","scrutin majoritaire",,,,"thing/FRAN_RI_004-d3ndeq7ohj-1ofmfaanebeei","loi électorale",,,,,,,,
"thing/FRAN_RI_004-d3ndeq9mz4-169jo2di73bl3","d3ndeq9mz4-169jo2di73bl3","Thing","scrutin proportionnel",,,,"thing/FRAN_RI_004-d3ndeq7ohj-1ofmfaanebeei","loi électorale",,,,,,,,
"thing/FRAN_RI_004-d3ndfqwtr1-1vcxvmxmw3nsq","d3ndfqwtr1-1vcxvmxmw3nsq","Thing","sculpture",,,,"thing/FRAN_RI_004-d5b8ie42ao-xaa11jrn69vn","arts plastiques",,,,,,,,
"thing/FRAN_RI_004-d3ndfc44xj--iqf966fbrkpr","d3ndfc44xj--iqf966fbrkpr","Thing","sécheresse",,,,"thing/FRAN_RI_004-d3ndfby6vp--17wuik1zqv33z","catastrophe naturelle",,,,,,,,
"thing/FRAN_RI_004-d699mrenoek-hchou82htn1w","d699mrenoek-hchou82htn1w","Thing","sécheresse de 1976",,,,"thing/FRAN_RI_004-d-2ipxguka4-1perlis7gsyuh","catastrophes et accidents en France",,,,,,,,
"thing/FRAN_RI_004-d-2ipxfmhrh-ylkb30tq3a5e","d-2ipxfmhrh-ylkb30tq3a5e","Thing","Second Empire",,"1852-1871.",,"thing/FRAN_RI_004-d-2ipxfabqv-18n422fv6plwt","régimes politiques français",,,,,,,,
"thing/FRAN_RI_004-d-2ipxflfly--5j9lodf3ar2i","d-2ipxflfly--5j9lodf3ar2i","Thing","Seconde Restauration",,"1815-1830.",,"thing/FRAN_RI_004-d-2ipxfabqv-18n422fv6plwt","régimes politiques français",,,,,,,,
"thing/FRAN_RI_004-d3ndewr5kw--nsrs091ritxj","d3ndewr5kw--nsrs091ritxj","Thing","secourisme",,,,"thing/FRAN_RI_004-d3ndewpnh3--ofppm77wcozx","secours",,,,,,,,
"thing/FRAN_RI_004-d3ndewpnh3--ofppm77wcozx","d3ndewpnh3--ofppm77wcozx","Thing","secours",,,,"thing/FRAN_RI_004-d699mrb53d3--qphq81eu9x1h","sécurité civile",,,,,,,,
"thing/FRAN_RI_004-d3ndete18q-b56jhxyvag77","d3ndete18q-b56jhxyvag77","Thing","secrétariat d'Etat",,,,"thing/FRAN_RI_004-d3ndetc907-1nkj3mgcx2rya","administration centrale",,,,,,,,
"thing/FRAN_RI_004-d3ndeyfbb1-1w0drngtgxww1","d3ndeyfbb1-1w0drngtgxww1","Thing","secret de la défense nationale","secret militaire",,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndfs1xzy--12m0dgi5azhji","d3ndfs1xzy--12m0dgi5azhji","Thing","secte",,,,"thing/FRAN_RI_004-d3ndfs0cfz--17r891hs1rj6k","organisation religieuse",,,,,,,,
"thing/FRAN_RI_004-d3ndf65fec--trymqvae6cfq","d3ndf65fec--trymqvae6cfq","Thing","secteur économique",,,,"thing/FRAN_RI_004-d699mrczm5o--b6duswlz0lij","politique économique",,,,,,,,
"thing/FRAN_RI_004-d3ndf674m8-7an3dk7nlng9","d3ndf674m8-7an3dk7nlng9","Thing","secteur industriel","secteur secondaire",,,"thing/FRAN_RI_004-d3ndf65fec--trymqvae6cfq","secteur économique",,,,,,,,
"thing/FRAN_RI_004-d3ndf67mxu--17jkqoeae94wg","d3ndf67mxu--17jkqoeae94wg","Thing","secteur primaire",,,,"thing/FRAN_RI_004-d3ndf65fec--trymqvae6cfq","secteur économique",,,,,,,,
"thing/FRAN_RI_004-d3ndf686c9-1sejf5myxk2jg","d3ndf686c9-1sejf5myxk2jg","Thing","secteur privé",,,,"thing/FRAN_RI_004-d3ndf65fec--trymqvae6cfq","secteur économique",,,,,,,,
"thing/FRAN_RI_004-d3ndf68og4--71lndzrsypyv","d3ndf68og4--71lndzrsypyv","Thing","secteur public",,,,"thing/FRAN_RI_004-d3ndf65fec--trymqvae6cfq","secteur économique",,,,,,,,
"thing/FRAN_RI_004-d3ndf699sd--bufnqjbklqa3","d3ndf699sd--bufnqjbklqa3","Thing","secteur tertiaire","services",,,"thing/FRAN_RI_004-d3ndf65fec--trymqvae6cfq","secteur économique",,,,,,,,
"thing/FRAN_RI_004-d3ndewb4qr-1bs1f1ynjcrjw","d3ndewb4qr-1bs1f1ynjcrjw","Thing","sécurité","sécurité publique",,,"thing/FRAN_RI_004-d3m010qsk3w--19fxpvqz4cag0","administration après 1789",,"thing/FRAN_RI_004-d3ndevadur-1n6mdmvq23xj3",,,,,,
"thing/FRAN_RI_004-d3ndfew57f--1lh5k5x8fbg1j","d3ndfew57f--1lh5k5x8fbg1j","Thing","sécurité aérienne",,,,"thing/FRAN_RI_004-d3ndfeq8vo--a8dnbc4f17je","navigation aérienne",,,,,,,,
"thing/FRAN_RI_004-d3ndfgobkm-1ht95954534an","d3ndfgobkm-1ht95954534an","Thing","sécurité alimentaire",,,,"thing/FRAN_RI_004-d3ndfgnkud-1ade9ir8cf20h","hygiène alimentaire",,"thing/FRAN_RI_004-d3ndf8jsmn-1pgmcdlzsv31x",,,,,,
"thing/FRAN_RI_004-d699mrb53d3--qphq81eu9x1h","d699mrb53d3--qphq81eu9x1h","Thing","sécurité civile","défense passive | protection civile",,,"thing/FRAN_RI_004-d3ndewb4qr-1bs1f1ynjcrjw","sécurité",,,,,,,,
"thing/FRAN_RI_004-d3ndffcya5-7nu0ldc9t1sj","d3ndffcya5-7nu0ldc9t1sj","Thing","sécurité des navires","sécurité maritime",,,"thing/FRAN_RI_004-d3ndffacih--1x5yr9hwz6oae","navire",,,,,,,,
"thing/FRAN_RI_004-d3ndfjzpec-1q6zunjr3g9m4","d3ndfjzpec-1q6zunjr3g9m4","Thing","sécurité du travail",,,,"thing/FRAN_RI_004-d3ndfjti2u-xq4dnvfktygy","conditions de travail",,,,,,,,
"thing/FRAN_RI_004-d3ndfbtx6q--abfsiw7epbty","d3ndfbtx6q--abfsiw7epbty","Thing","sécurité industrielle",,"Mesures de contrôle et de protection des machines et établissements industriels.",,"thing/FRAN_RI_004-d3ndf9dgie--11efvf0r02lcw","industrie",,"thing/FRAN_RI_004-d3ndfdan6s--1gh18t4k7fp36",,,,,,
"thing/FRAN_RI_004-d5b8ialvdo-1jbj72u7oc3la","d5b8ialvdo-1jbj72u7oc3la","Thing","sécurité informatique","piratage informatique",,,"thing/FRAN_RI_004-d3ndgrpr8z-r2e43vhb7d62","internet",,,,,,,,
"thing/FRAN_RI_004-d3ndexf71v-134h0jj7hsig0","d3ndexf71v-134h0jj7hsig0","Thing","sécurité internationale",,,,"thing/FRAN_RI_004-d5b8ib682e-18rt5nywsl0rl","défense",,"thing/FRAN_RI_004-d3ndez1895--6mjv2lzoycy3",,,,,,
"thing/FRAN_RI_004-d3ndeyg3jm-1sr5qpapxg52k","d3ndeyg3jm-1sr5qpapxg52k","Thing","sécurité militaire",,,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d699mrdo7z2-1x8d41c2sqpvg","d699mrdo7z2-1x8d41c2sqpvg","Thing","sécurité nucléaire",,,,"thing/FRAN_RI_004-d3ndfbtx6q--abfsiw7epbty","sécurité industrielle",,"thing/FRAN_RI_004-d3ndf9vja9-1b83649uqtt76",,,,,,
"thing/FRAN_RI_004-d3ndewcose--z9fmv8t39oqw","d3ndewcose--z9fmv8t39oqw","Thing","sécurité routière",,,,"thing/FRAN_RI_004-d3ndewb4qr-1bs1f1ynjcrjw","sécurité",,,,,,,,
"thing/FRAN_RI_004-d3ndfihuvd-pv77iggki08p","d3ndfihuvd-pv77iggki08p","Thing","sécurité sociale",,,,"thing/FRAN_RI_004-d3ndfidkbd--1mah8x1fiv35s","protection sociale",,,,,,,,
"thing/FRAN_RI_004-d3ndfc4org--186jba3585mfx","d3ndfc4org--186jba3585mfx","Thing","séisme","tremblement de terre",,,"thing/FRAN_RI_004-d3ndfby6vp--17wuik1zqv33z","catastrophe naturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndf84b6x--1rgfi3lkwdvnh","d3ndf84b6x--1rgfi3lkwdvnh","Thing","sélection animale",,,,"thing/FRAN_RI_004-d3ndf7z3fu-1o114d1g06xzr","élevage",,,,,,,,
"thing/FRAN_RI_004-d3ndfeo0h5--1hcksiuev0jo7","d3ndfeo0h5--1hcksiuev0jo7","Thing","sémaphore",,"Ouvrage muni d'un appareillage destiné à signaler, par un dispositif optique, des informations à des conducteurs ou à des piétons. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-1111)",,"thing/FRAN_RI_004-d3ndfejybs-1fd1b9regnsed","signalisation",,,"http://fr.dbpedia.org/resource/S%C3%A9maphore_%28signalisation_maritime%29",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndf8kdr5--1d7oimsvp1upo","d3ndf8kdr5--1d7oimsvp1upo","Thing","semence",,,,"thing/FRAN_RI_004-d3ndf7y2sm--j35niyd65ec8","production agricole",,,,,,,,
"thing/FRAN_RI_004-d5b8icrlzm-ftli8t6thrdl","d5b8icrlzm-ftli8t6thrdl","Thing","séminaire",,"Établissement religieux où étudient et se préparent les jeunes clercs qui doivent recevoir les ordres. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-328)",,"thing/FRAN_RI_004-d3ndfspnec-1jh6z9owxepcv","enseignement religieux",,"thing/FRAN_RI_004-d3ndflsggi-1qui98gtoscy","http://data.bnf.fr/ark:/12148/cb119687975 | http://vocab.getty.edu/aat/300006568 | http://fr.dbpedia.org/resource/S%C3%A9minaire_%28religion%29",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndestkgk--1axtjxz16c35i","d3ndestkgk--1axtjxz16c35i","Thing","senatus-consulte",,,,"thing/FRAN_RI_004-d3ndesh692--omgiwebfvr5o","loi",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgspgh-x4ixqif0vwjf","d-2ipxgspgh-x4ixqif0vwjf","Thing","séparation de l'Eglise et de l'Etat (1905)",,,,"thing/FRAN_RI_004-d-2ipxgq4c4-1nc3piv8ieg2c","événements en France",,,,,,,,
"thing/FRAN_RI_004-d3ndf27xq7-155a39pyp8dch","d3ndf27xq7-155a39pyp8dch","Thing","séquestre","confiscation",,,"thing/FRAN_RI_004-d3ndf21k5n--c4pnj28jj1a1","propriété",,,,,,,,
"thing/FRAN_RI_004-d3ndeu3xyv-1e9yae2qin56n","d3ndeu3xyv-1e9yae2qin56n","Thing","service à compétence nationale",,"Mis en place par le décret du 9 mai 1997. Ces services se situent à mi-chemin entre les administrations centrales et les administrations déconcentrées.",,"thing/FRAN_RI_004-d3m010qsk3w--19fxpvqz4cag0","administration après 1789",,,,,,,,
"thing/FRAN_RI_004-d3ndeyksz3--1bn8va2oeykbc","d3ndeyksz3--1bn8va2oeykbc","Thing","service civil",,,,"thing/FRAN_RI_004-d3ndeygwfh--mi0jhk7uzypn","service national",,,,,,,,
"thing/FRAN_RI_004-d3ndeymcdg-cpa11qqveve7","d3ndeymcdg-cpa11qqveve7","Thing","service civique",,,,"thing/FRAN_RI_004-d3ndeygwfh--mi0jhk7uzypn","service national",,,,,,,,
"thing/FRAN_RI_004-d3ndfqkxfn--1r0cvxt4a4k4d","d3ndfqkxfn--1r0cvxt4a4k4d","Thing","service d'archives","dépôt d'archives",,,"thing/FRAN_RI_004-d3ndfqb01c-1omem3g67f2h8","équipement culturel",,,,,,,,
"thing/FRAN_RI_004-d3ndetzmzb--fyti9r4c94ba","d3ndetzmzb--fyti9r4c94ba","Thing","service déconcentré","service extérieur","Remplace le terme service extérieur (loi n°92-125 du 6 février 1992 art. 3). Les services déconcentrés de l’État sont les services qui assurent le relais, sur le plan local, des décisions prises par l’administration centrale et qui gèrent les services de l’État au niveau local.",,"thing/FRAN_RI_004-d3m010qsk3w--19fxpvqz4cag0","administration après 1789",,,,,,,,
"thing/FRAN_RI_004-d3ndew74qz-kdrj6o3xypu7","d3ndew74qz-kdrj6o3xypu7","Thing","service de police",,"Personnels, structures et bâtiments.",,"thing/FRAN_RI_004-d3ndev7f5h--1atm3erdgfhmp","police",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgkguj-10zd15xb3xi4j","d-2ipxgkguj-10zd15xb3xi4j","Thing","service du travail obligatoire","STO",,,"thing/FRAN_RI_004-d-2ipxg7x1a-11jfkrneo8f1v","guerre 1939-1945",,,,,,,,
"thing/FRAN_RI_004-d3ndeygwfh--mi0jhk7uzypn","d3ndeygwfh--mi0jhk7uzypn","Thing","service national","service militaire | incorporation | conscription",,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndev43im--hcmvvkbhqnaa","d3ndev43im--hcmvvkbhqnaa","Thing","service public",,,,"thing/FRAN_RI_004-d3ndeufkdb--7g2vn7os2wmh","fonctionnement de l'administration",,,,,,,,
"thing/FRAN_RI_004-d3ndf28hrw-b2kfqwrv658z","d3ndf28hrw-b2kfqwrv658z","Thing","servitude",,"En droit civil, charge établie sur un immeuble pour l'utilité d'un autre immeuble appartenant à un autre propriétaire. En droit administratif, obligation grevant une propriété privée au profit du domaine public ou dans un but d'intérêt général.",,"thing/FRAN_RI_004-d3ndf21k5n--c4pnj28jj1a1","propriété",,,,,,,,
"thing/FRAN_RI_004-d3ndfewx0h--qdbt3y61ewcd","d3ndfewx0h--qdbt3y61ewcd","Thing","servitude aéronautique",,"Servitudes spéciales instituées pour assurer la sécurité de la navigation aérienne.",,"thing/FRAN_RI_004-d3ndfew57f--1lh5k5x8fbg1j","sécurité aérienne",,,,,,,,
"thing/FRAN_RI_004-d3ndet84hh--17h3ly19qjfgj","d3ndet84hh--17h3ly19qjfgj","Thing","session parlementaire",,,,"thing/FRAN_RI_004-d3ndesuc9m-1mqb2mq1c79je","activité parlementaire",,,,,,,,
"thing/FRAN_RI_004-d3ndfiricq-2oy5congbvsg","d3ndfiricq-2oy5congbvsg","Thing","sexualité",,,,"thing/FRAN_RI_004-d3ndfiprua--amit5hixkhrn","mode de vie",,,,,,,,
"thing/FRAN_RI_004-d3ndfh0lgx-7ulges67g8zf","d3ndfh0lgx-7ulges67g8zf","Thing","SIDA","syndrome d'immuno-déficience acquise",,,"thing/FRAN_RI_004-d3ndfgwzpb--9qwogukb1ris","maladie transmissible",,,,,,,,
"thing/FRAN_RI_004-d3m010qrih2-1nwbe7lr9r0jh","d3m010qrih2-1nwbe7lr9r0jh","Thing","sidérurgie","industrie sidérurgique",,,"thing/FRAN_RI_004-d3ndfas27c-ltqe1ydgto6m","métallurgie",,,,,,,,
"thing/FRAN_RI_004-d3ndexaq11-1qvy8fubhzdmt","d3ndexaq11-1qvy8fubhzdmt","Thing","siège",,,,"thing/FRAN_RI_004-d3ndewxhfd-1efye4saddiop","guerre",,,,,,,,
"thing/FRAN_RI_004-d3ndfejybs-1fd1b9regnsed","d3ndfejybs-1fd1b9regnsed","Thing","signalisation",,,,"thing/FRAN_RI_004-d3ndfehyz6-1xvrnoh20oitl","infrastructure de transport",,,,,,,,
"thing/FRAN_RI_004-d3m010mo8du--1swwtuwe829hs","d3m010mo8du--1swwtuwe829hs","Thing","signe de qualité","indication géographique protégée | label rouge | label agricole | appellation d'origine contrôlée","Les signes de qualité sont des modes de valorisation des produits agroalimentaires. Ils se répartissent en 3 catégories : les signes d’identification de la qualité et de l’origine, les mentions telles que « fermier », la certification de conformité.",,"thing/FRAN_RI_004-d3ndf7y2sm--j35niyd65ec8","production agricole",,,,,,,,
"thing/FRAN_RI_004-d3ndev5tta--1tq70axf6airf","d3ndev5tta--1tq70axf6airf","Thing","simplification administrative",,,,"thing/FRAN_RI_004-d3ndev43im--hcmvvkbhqnaa","service public",,,,,,,,
"thing/FRAN_RI_004-d3ndewrvg3--1doi9gyft0bvh","d3ndewrvg3--1doi9gyft0bvh","Thing","sinistre",,,,"thing/FRAN_RI_004-d699mrb53d3--qphq81eu9x1h","sécurité civile",,,,,,,,
"thing/FRAN_RI_004-d3ndfd83sh-9n4k1zjfupw4","d3ndfd83sh-9n4k1zjfupw4","Thing","site Natura 2000",,"réseau européen de sites écologiques créé en 1992.",,"thing/FRAN_RI_004-d3ndfd5fv7--14f2ekz64wc4e","protection des sites",,,,,,,,
"thing/FRAN_RI_004-d3ndfd783q--12yzf37jm56r6","d3ndfd783q--12yzf37jm56r6","Thing","site naturel","paysage",,,"thing/FRAN_RI_004-d3ndfd5fv7--14f2ekz64wc4e","protection des sites",,,,,,,,
"thing/FRAN_RI_004-d5b8iah0zq-n57vw0hxudq4","d5b8iah0zq-n57vw0hxudq4","Thing","site protégé","site inscrit | site classé | monument naturel | zone sensible","Monuments naturels et sites dont la conservation ou la préservation présente, au point de vue artistique, historique, scientifique, légendaire ou pittoresque, un intérêt général. Articles L. 341-1 et suivants du code de l'environnement.",,"thing/FRAN_RI_004-d3ndfd5fv7--14f2ekz64wc4e","protection des sites",,,,,,,,
"thing/FRAN_RI_004-d3ndes0i4u-1f049035ht2kw","d3ndes0i4u-1f049035ht2kw","Thing","socialisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndfg6jkr--16pisjb4ms3q9","d3ndfg6jkr--16pisjb4ms3q9","Thing","société",,,,,,,,,,,,,
"thing/FRAN_RI_004-d3ndf5djbm-kpe0vias99dh","d3ndf5djbm-kpe0vias99dh","Thing","société commerciale","société anonyme | entreprise commerciale",,,"thing/FRAN_RI_004-d3ndf5ao2i-1hbvcbxc6yf79","entreprise",,,,,,,,
"thing/FRAN_RI_004-d3ndf5bvtt-13v89vcxx226r","d3ndf5bvtt-13v89vcxx226r","Thing","société coopérative ouvrière de production","coopérative ouvrière | SCOP",,,"thing/FRAN_RI_004-d3ndf5b8by-1ffnpqf2hbn5v","coopérative",,,,,,,,
"thing/FRAN_RI_004-d3ndf7n9a1--681glpy1zaje","d3ndf7n9a1--681glpy1zaje","Thing","société d'aménagement foncier et d'établissement rural","SAFER",,,"thing/FRAN_RI_004-d3ndf7fc3d--5ld8y289ozrw","aménagement rural",,,,,,,,
"thing/FRAN_RI_004-d3ndf5e1n8-hohcuinwywkm","d3ndf5e1n8-hohcuinwywkm","Thing","société d'économie mixte",,,,"thing/FRAN_RI_004-d3ndf5ao2i-1hbvcbxc6yf79","entreprise",,,,,,,,
"thing/FRAN_RI_004-d3ndfqp3gp--48iztoqezfa2","d3ndfqp3gp--48iztoqezfa2","Thing","société de production",,,,"thing/FRAN_RI_004-d3ndfqos1f--azibm1whfpbf","production culturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndfqpevz--1edym0eit8pp1","d3ndfqpevz--1edym0eit8pp1","Thing","société de programme",,,,"thing/FRAN_RI_004-d3ndfqos1f--azibm1whfpbf","production culturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndfq6qk4-1anqpv43l9hfv","d3ndfq6qk4-1anqpv43l9hfv","Thing","société savante",,,,"thing/FRAN_RI_004-d3ndfq0vyg-jo785pt8fld2","action culturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndfyib7s-h0pobz81zuhw","d3ndfyib7s-h0pobz81zuhw","Thing","sociologie",,,,"thing/FRAN_RI_004-d3ndfyhxun--1kmley8htwg5b","sciences sociales",,,,,,,,
"thing/FRAN_RI_004-d3ndfhjbb4--twot8kpdo717","d3ndfhjbb4--twot8kpdo717","Thing","soin médical","thérapeutique",,,"thing/FRAN_RI_004-d3ndfh63s9-j05c9l053nsj","médecine",,,,,,,,
"thing/FRAN_RI_004-d3ndezk7sk-14ocl8hwd19wb","d3ndezk7sk-14ocl8hwd19wb","Thing","sommet",,"Conférence des chefs d'Etat et de gouvernement.",,"thing/FRAN_RI_004-d3ndezjewp--cmbttd3wfqf4","conférence internationale",,,,,,,,
"thing/FRAN_RI_004-d3ndfcocg0--5pzhmz5ay2db","d3ndfcocg0--5pzhmz5ay2db","Thing","source",,,,"thing/FRAN_RI_004-d3ndfc9jd6--a2lm8gihr170","eau",,,,,,,,
"thing/FRAN_RI_004-d3ndfgpqns-uf4cll88qxva","d3ndfgpqns-uf4cll88qxva","Thing","source thermale",,,,"thing/FRAN_RI_004-d3ndfgp1vd-zq177qz6msss","thermalisme",,,,,,,,
"thing/FRAN_RI_004-d3ndeu2w8u--gm8xskj9qxy4","d3ndeu2w8u--gm8xskj9qxy4","Thing","sous-préfecture",,,,"thing/FRAN_RI_004-d3ndetzmzb--fyti9r4c94ba","service déconcentré",,"thing/FRAN_RI_004-d3ndetpnn6--1n5gbre0p24m6",,,,,,
"thing/FRAN_RI_004-d5b8iau3rv-92lt53k6vm7z","d5b8iau3rv-92lt53k6vm7z","Thing","soutien scolaire","pédagogie de soutien | 10 % (temps pédagogique) | projet d'action éducative",,,"thing/FRAN_RI_004-d5b8iayi7l-13ly6i7pc8mdj","enfant en difficulté scolaire",,,,,,,,
"thing/FRAN_RI_004-d3ndfq739y--cvy2ot9b16f0","d3ndfq739y--cvy2ot9b16f0","Thing","spectacle",,,,"thing/FRAN_RI_004-d3ndfq0vyg-jo785pt8fld2","action culturelle",,,,,,,,
"thing/FRAN_RI_004-d5b8icv3g0-jki4zrx1ygcz","d5b8icv3g0-jki4zrx1ygcz","Thing","spectacle vivant",,"danse, musique, théâtre, cirque...",,"thing/FRAN_RI_004-d3ndfr1lze-alqi7m0ihtk2","création artistique",,,,,,,,
"thing/FRAN_RI_004-d3ndf517x0-6aim7ck37e0k","d3ndf517x0-6aim7ck37e0k","Thing","spéculation","agiotage",,,"thing/FRAN_RI_004-d3ndf4z5z9-l30gvplu4v0t","marché financier",,,,,,,,
"thing/FRAN_RI_004-d3ndfwqg9v--hdkbxaubesiq","d3ndfwqg9v--hdkbxaubesiq","Thing","sponsoring","financement du sport",,,"thing/FRAN_RI_004-d3ndfw86tf--1akwd44q2z4rf","sport",,,,,,,,
"thing/FRAN_RI_004-d3ndfw86tf--1akwd44q2z4rf","d3ndfw86tf--1akwd44q2z4rf","Thing","sport",,,,,,,,,,,,,
"thing/FRAN_RI_004-d3ndfwejyg-o6otf9j1udxt","d3ndfwejyg-o6otf9j1udxt","Thing","sport aérien",,,,"thing/FRAN_RI_004-d3ndfwbzwv--1ivztjmhgob7p","discipline sportive",,,,,,,,
"thing/FRAN_RI_004-d5b8ibdeyc--65ip74we68zz","d5b8ibdeyc--65ip74we68zz","Thing","sport amateur","sport pour tous | sport de masse",,,"thing/FRAN_RI_004-d3ndfw86tf--1akwd44q2z4rf","sport",,,,,,,,
"thing/FRAN_RI_004-d3ndfwi3zz--1dwjnbkawrrf3","d3ndfwi3zz--1dwjnbkawrrf3","Thing","sport d'hiver",,,,"thing/FRAN_RI_004-d3ndfwbzwv--1ivztjmhgob7p","discipline sportive",,,,,,,,
"thing/FRAN_RI_004-d3ndfwqrp5-wjr11ppvggt7","d3ndfwqrp5-wjr11ppvggt7","Thing","sport de haut niveau",,,,"thing/FRAN_RI_004-d3ndfw86tf--1akwd44q2z4rf","sport",,,,,,,,
"thing/FRAN_RI_004-d3ndfwsmyb--1wkym8rs020c4","d3ndfwsmyb--1wkym8rs020c4","Thing","sport de plein air","loisir de plein air | activité de plein air",,,"thing/FRAN_RI_004-d3ndfw86tf--1akwd44q2z4rf","sport",,,,,,,,
"thing/FRAN_RI_004-d3ndfwj29u-un3xtuw3gx4e","d3ndfwj29u-un3xtuw3gx4e","Thing","sport nautique","plaisance | navigation de plaisance",,,"thing/FRAN_RI_004-d3ndfwbzwv--1ivztjmhgob7p","discipline sportive",,,,,,,,
"thing/FRAN_RI_004-d3ndfwuag4--t86aqe2vrvda","d3ndfwuag4--t86aqe2vrvda","Thing","sport professionnel",,,,"thing/FRAN_RI_004-d3ndfw86tf--1akwd44q2z4rf","sport",,,,,,,,
"thing/FRAN_RI_004-d3ndfwq52c--1lfe6cy1myz14","d3ndfwq52c--1lfe6cy1myz14","Thing","stade",,"Terrain de sport rectangulaire ou ovale, qui peut être ceint d'une piste de course et bordé de tribunes pour le public, de vestiaires pour les sportifs. Il est destiné soit à des exercices d'athlétisme, soit à des épreuves sportives par équipes comme le football ou le rugby. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-377)",,"thing/FRAN_RI_004-d3ndfwn784-1m8ow4rn5r018","équipement sportif",,,"http://data.bnf.fr/ark:/12148/cb119773166 | http://vocab.getty.edu/aat/300007271 | http://fr.dbpedia.org/resource/Stade",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfjhq2m--7sarbcd69mpw","d3ndfjhq2m--7sarbcd69mpw","Thing","stage","stagiaire",,,"thing/FRAN_RI_004-d3ndfje73w-1twb9qzh6uzph","formation professionnelle",,,,,,,,
"thing/FRAN_RI_004-d3ndfvxvu8--144w3li9p8yg2","d3ndfvxvu8--144w3li9p8yg2","Thing","station balnéaire",,"Station de villégiature située en bord de mer ou de lac. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-12)",,"thing/FRAN_RI_004-d3ndfvs0t1--o2sqzd9aiyzk","équipement touristique",,,"http://data.bnf.fr/ark:/12148/cb120119638 | http://vocab.getty.edu/aat/300000550 | http://fr.dbpedia.org/resource/Station_baln%C3%A9aire",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
